Genes	Left-End-Position	Right-End-Position	Direction	Product
mcbR	1520262	1520927	+	DNA-binding transcriptional dual regulator McbR
mcrA	1210346	1211179	+	e14 prophage; 5-methylcytosine-specific restriction enzyme McrA
mcrB	4577958	4579337	-	McrB<sub>S</sub> // 5-methylcytosine-specific restriction enzyme subunit McrB
mcrC	4576912	4577958	-	5-methylcytosine-specific restriction enzyme subunit McrC
mdaB	3172530	3173111	+	NADPH:quinone oxidoreductase MdaB
mdfA	883673	884905	+	multidrug efflux pump MdfA / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter
mdh	3383330	3384268	-	malate dehydrogenase
mdlA	468871	470643	+	ABC transporter family protein MdlA
mdlB	470636	472417	+	ABC transporter family protein MdlB
mdtA	2154016	2155263	+	multidrug efflux pump membrane fusion protein MdtA
mdtB	2155263	2158385	+	multidrug efflux pump RND permease subunit MdtB
mdtC	2158386	2161463	+	multidrug efflux pump RND permease subunit MdtC
mdtD	2161464	2162879	+	putative multidrug efflux pump MdtD
mdtE	3659232	3660389	+	multidrug efflux pump membrane fusion protein MdtE
mdtF	3660414	3663527	+	multidrug efflux pump RND permease MdtF
mdtG	1114264	1115490	-	efflux pump MdtG
mdtH	1124118	1125326	-	multidrug efflux pump MdtH
mdtI	1672820	1673149	-	multidrug/spermidine efflux pump membrane subunit MdtI
mdtJ	1673136	1673501	-	multidrug/spermidine efflux pump membrane subunit MdtJ
mdtK	1743457	1744830	+	multidrug efflux pump MdtK
mdtL	3891615	3892790	+	efflux pump MdtL
mdtM	4567287	4568519	-	multidrug efflux pump / bile salt:H<sup>+</sup> antiporter / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter
mdtN	4303078	4304109	-	putative multidrug efflux pump membrane fusion protein
mdtO	4301027	4303078	-	putative multidrug efflux pump subunit MdtO
mdtP	4299564	4301030	-	putative multidrug efflux pump outer membrane channel
melA	4341911	4343266	+	&alpha;-galactosidase
melB	4343369	4344790	+	melibiose:H<sup>+</sup>/Na<sup>+</sup>/Li<sup>+</sup> symporter
melR	4340720	4341628	-	DNA-binding transcriptional dual regulator MelR
menA	4119423	4120349	-	1,4-dihydroxy-2-naphthoate octaprenyltransferase
menB	2375962	2376819	-	1,4-dihydroxy-2-naphthoyl-CoA synthase
menC	2375000	2375962	-	o-succinylbenzoate synthase
menD	2377589	2379259	-	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
menE	2373648	2375003	-	<i>o</i>-succinylbenzoate&mdash;CoA ligase
menF	2379348	2380643	-	isochorismate synthase MenF
menH	2376834	2377592	-	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
menI	1765222	1765632	-	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
mepA	2445560	2446384	-	peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase
mepH	1734435	1735250	+	peptidoglycan DD-endopeptidase MepH
mepK	983075	983623	+	peptidoglycan LD-endopeptidase
mepM	1940313	1941635	-	peptidoglycan DD-endopeptidase MepM
mepS	2269979	2270545	+	peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase
metA	4214280	4215209	+	homoserine <i>O</i>-succinyltransferase
metB	4128672	4129832	+	<i>O</i>-succinylhomoserine(thiol)-lyase / <i>O</i>-succinylhomoserine lyase
metC	3152236	3153423	+	cystathionine &beta;-lyase / L-cysteine desulfhydrase / alanine racemase
metE	4013053	4015314	+	cobalamin-independent homocysteine transmethylase
metF	4132616	4133506	+	5,10-methylenetetrahydrofolate reductase
metG	2194300	2196333	+	methionine&mdash;tRNA ligase
metH	4223828	4227511	+	cobalamin-dependent methionine synthase
metI	220968	221621	-	L-methionine/D-methionine ABC transporter membrane subunit
metJ	4128078	4128395	-	DNA-binding transcriptional repressor MetJ
metK	3086706	3087860	+	methionine adenosyltransferase
metL	4129835	4132267	+	fused aspartate kinase/homoserine dehydrogenase 2
metN	221614	222645	-	L-methionine/D-methionine ABC transporter ATP binding subunit
metQ	220113	220928	-	L-methionine/D-methionine ABC transporter membrane anchored binding protein
metR	4011863	4012816	-	DNA-binding transcriptional dual regulator MetR
metT	697057	697133	-	tRNA-Met(CAU)
metU	696664	696740	-	tRNA-Met(CAU)
metV	2947607	2947683	+	tRNA-initiator Met(CAU)
metW	2947497	2947573	+	tRNA-initiator Met(CAU)
metY	3318213	3318289	-	tRNA-initiator Met(CAU)
metZ	2947387	2947463	+	tRNA-initiator Met(CAU)
mfd	1170518	1173964	-	transcription-repair coupling factor
mglA	2237769	2239289	-	D-galactose/methyl-galactoside ABC transporter ATP binding subunit
mglB	2239350	2240348	-	D-galactose/methyl-galactoside ABC transporter periplasmic binding protein
mglC	2236743	2237753	-	D-galactose/methyl-galactoside ABC transporter membrane subunit
mgrB	1908623	1908766	-	PhoQ kinase inhibitor
mgrR	1622817	1622914	-	small regulatory RNA MgrR
mgsA	1026557	1027015	-	methylglyoxal synthase
mgtA	4467625	4470321	+	Mg<sup>2+</sup> importing P-type ATPase
mgtL	4467431	4467484	+	leader peptide MgtL
mgtS	1622646	1622741	+	small protein MgtS
mgtT	1622741	1622845	+	protein MgtT
mhpA	368611	370275	+	3-(3-hydroxyphenyl)propanoate hydroxylase
mhpB	370277	371221	+	3-carboxyethylcatechol 2,3-dioxygenase
mhpC	371239	372105	+	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase
mhpD	372115	372924	+	2-hydroxypentadienoate hydratase
mhpE	373868	374881	+	4-hydroxy-2-oxovalerate aldolase
mhpF	372921	373871	+	acetaldehyde dehydrogenase (acetylating) MhpF
mhpR	367587	368420	-	DNA-binding transcriptional activator MhpR
mhpT	375459	376670	+	3-hydroxyphenylpropionate/3-hydroxycinnamate:H<sup>+</sup> symporter
miaA	4399252	4400202	+	tRNA dimethylallyltransferase
miaB	693531	694955	-	isopentenyl-adenosine A37 tRNA methylthiolase
micA	2814802	2814874	+	small regulatory RNA MicA
micC	1437121	1437231	+	small regulatory RNA MicC
micF	2313084	2313176	+	small regulatory RNA MicF
micL	1958441	1958520	-	small regulatory RNA MicL-S
minC	1225385	1226080	-	Z-ring positioning protein MinC
minD	1224549	1225361	-	Z-ring positioning protein MinD
minE	1224279	1224545	-	Z-ring positioning protein MinE
mioC	3926012	3926455	-	flavoprotein MioC
mipA	1865726	1866472	-	MltA-interacting protein
mlaA	2464252	2465007	-	intermembrane phospholipid transport system - outer membrane lipoprotein MlaA
mlaB	3336963	3337256	-	intermembrane phospholipid transport system protein MlaB
mlaC	3337256	3337891	-	intermembrane phospholipid transport system - periplasmic binding protein
mlaD	3337910	3338461	-	intermembrane phospholipid transport system, substrate binding protein MlaD
mlaE	3338466	3339248	-	intermembrane phospholipid transport system, integral membrane subunit MlaE
mlaF	3339256	3340065	-	intermembrane phospholipid transport system, ATP binding subunit MlaF
mlc	1667344	1668564	-	DNA-binding transcriptional repressor Mlc
mliC	1718066	1718395	-	inhibitor of c-type lysozyme, putative lipoprotein
mlrA	2214866	2215597	+	DNA-binding transcriptional activator MlrA
mltA	2946081	2947178	-	membrane-bound lytic murein transglycosylase A
mltB	2824491	2825576	-	membrane-bound lytic murein transglycosylase B
mltC	3104433	3105512	+	membrane-bound lytic murein transglycosylase C
mltD	232597	233955	-	membrane-bound lytic murein transglycosylase D
mltF	2695801	2697357	+	membrane-bound lytic murein transglycosylase F
mltG	1154112	1155134	+	endolytic murein transglycosylase
mmuM	276715	277647	+	CP4-6 prophage; homocysteine <i>S</i>-methyltransferase
mmuP	275325	276728	+	CP4-6 prophage; <i>S</i>-methyl-L-methionine transporter
mnaT	1518328	1518846	-	L-amino acid N-acyltransferase
mngA	765984	767960	+	2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II
mngB	767978	770611	+	&alpha;-mannosidase
mngR	765153	765875	-	DNA-binding transcriptional repressor MngR
mnmA	1192667	1193773	-	tRNA-specific 2-thiouridylase
mnmC	2441764	2443770	+	fused 5-methylaminomethyl-2-thiouridine-forming methyltransferase and FAD-dependent demodification enzyme
mnmE	3886828	3888192	+	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
mnmG	3923744	3925633	-	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG
mntH	2511468	2512706	-	Mn<sup>2+</sup>/Fe<sup>2+</sup>: H<sup>+</sup> symporter MntH
mntP	1905688	1906254	+	Mn2+ exporter
mntR	853183	853650	+	DNA-binding transcriptional dual regulator MntR
mntS	852869	852997	-	small protein MntS
moaA	817044	818033	+	GTP 3',8'-cyclase
moaB	818055	818567	+	protein MoaB
moaC	818570	819055	+	cyclic pyranopterin monophosphate synthase
moaD	819048	819293	+	MoaD-S // molybdopterin synthase sulfur carrier subunit
moaE	819295	819747	+	molybdopterin synthase catalytic subunit
mobA	4041415	4041999	-	molybdenum cofactor guanylyltransferase
mobB	4040906	4041433	-	molybdopterin-guanine dinucleotide biosynthesis adaptor protein
mocA	3015160	3015738	+	molybdenum cofactor cytidylyltransferase
modA	795089	795862	+	molybdate ABC transporter periplasmic binding protein
modB	795862	796551	+	molybdate ABC transporter membrane subunit
modC	796554	797612	+	molybdate ABC transporter ATP binding subunit
modE	793856	794644	-	DNA-binding transcriptional dual regulator ModE
modF	792316	793788	-	ABC family protein ModF
moeA	865129	866364	-	molybdopterin molybdotransferase
moeB	864380	865129	-	molybdopterin-synthase adenylyltransferase
mog	9306	9893	+	molybdopterin adenylyltransferase
mokB	1491962	1492129	-	putative regulatory protein MokB
mokC	16751	16960	-	regulatory protein MokC
motA	1976252	1977139	-	motility protein A
motB	1975329	1976255	-	motility protein B
mpaA	1389870	1390598	-	murein tripeptide amidase A
mpl	4455785	4457158	+	UDP-<i>N</i>-acetylmuramate&mdash;L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminoheptanedioate ligase
mppA	1393227	1394840	+	murein tripeptide ABC transporter periplasmic binding protein
mprA	2810770	2811300	+	DNA-binding transcriptional repressor MprA
mqo	2305108	2306754	-	malate:quinone oxidoreductase
mqsA	3167851	3168246	-	antitoxin of the MqsRA toxin-antitoxin system / DNA-binding transcriptional repressor MqsA
mqsR	3168248	3168544	-	mRNA interferase toxin MqsR
mraY	96002	97084	+	phospho-N-acetylmuramoyl-pentapeptide-transferase
mraZ	89634	90092	+	DNA-binding transcriptional repressor MraZ
mrcA	3522871	3525423	+	peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcA
mrcB	164730	167264	+	PBP1B&gamma; // peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB
mrdA	666316	668217	-	peptidoglycan DD-transpeptidase MrdA
mrdB	665201	666313	-	SEDS family protein MrdB
mreB	3400044	3401087	-	dynamic cytoskeletal protein MreB
mreC	3398875	3399978	-	cell shape determining protein MreC
mreD	3398387	3398875	-	cell shape determining protein MreD
mrp	2193059	2194168	-	P-loop NTPase family protein Mrp
mrr	4586949	4587863	+	methylated adenine and cytosine restriction protein
msbA	966621	968369	+	ATP-binding lipopolysaccharide transport protein
mscK	486536	489898	+	potassium dependent, small conductance mechanosensitive channel
mscL	3438024	3438434	+	large conductance mechanosensitive channel
mscM	4386047	4389370	-	miniconductance mechanosensitive channel MscM
mscS	3068947	3069807	-	small conductance mechanosensitive channel MscS
msrA	4441538	4442176	-	methionine sulfoxide reductase A
msrB	1862016	1862429	-	methionine sulfoxide reductase B
msrC	1915631	1916128	-	free methionine-(<i>R</i>)-sulfoxide reductase
msrP	2039478	2040482	+	protein-L-methionine sulfoxide reductase catalytic subunit MsrP
msrQ	2040483	2041118	+	protein-L-methionine sulfoxide reductase heme-binding subunit MsrQ
msyB	1113807	1114181	-	acidic protein MsyB
mtfA	2043651	2044448	+	Mlc titration factor
mtgA	3349081	3349809	-	peptidoglycan glycosyltransferase MtgA
mtlA	3772281	3774194	+	mannitol-specific PTS enzyme IICBA component
mtlD	3774424	3775572	+	mannitol-1-phosphate 5-dehydrogenase
mtlR	3775572	3776159	+	transcriptional repressor MtlR
mtn	178455	179153	-	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
mtr	3304573	3305817	-	tryptophan:H<sup>+</sup> symporter Mtr
mug	3214967	3215473	-	stationary phase mismatch/uracil DNA glycosylase
mukB	976326	980786	+	chromosome partitioning protein MukB
mukE	975622	976326	+	chromosome partitioning protein MukE
mukF	974319	975641	+	chromosome partitioning protein MukF
murA	3335235	3336494	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
murB	4172057	4173085	+	UDP-<i>N</i>-acetylenolpyruvoylglucosamine reductase
murC	100765	102240	+	UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase
murD	97087	98403	+	UDP-<i>N</i>-acetylmuramoyl-L-alanine&mdash;D-glutamate ligase
murE	93166	94653	+	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
murF	94650	96008	+	D-alanyl-D-alanine-adding enzyme
murG	99644	100711	+	N-acetylglucosaminyl transferase
murI	4165428	4166285	+	glutamate racemase
murJ	1127839	1129374	+	lipid II flippase MurJ
murP	2546673	2548097	+	N-acetylmuramic acid-specific PTS enzyme IICB component / anhydro-N-acetylmuramic acid transporter
murQ	2545773	2546669	+	<i>N</i>-acetylmuramic acid 6-phosphate etherase
murR	2544752	2545609	-	DNA-binding transcriptional dual regulator MurR
mutH	2969662	2970351	+	DNA mismatch repair protein MutH
mutL	4397412	4399259	+	DNA mismatch repair protein MutL
mutM	3810343	3811152	-	DNA-formamidopyrimidine glycosylase
mutS	2857093	2859654	+	DNA mismatch repair protein MutS
mutT	111044	111433	+	8-oxo-dGTP diphosphatase
mutY	3103013	3104065	+	adenine DNA glycosylase
mzrA	3248439	3248822	+	modulator protein MzrA
nac	2061016	2061933	-	DNA-binding transcriptional dual regulator Nac
nadA	782085	783128	+	quinolinate synthase
nadB	2710420	2712042	+	L-aspartate oxidase
nadC	117752	118645	-	quinolinate phosphoribosyltransferase (decarboxylating)
nadD	669931	670572	-	nicotinate-mononucleotide adenylyltransferase
nadE	1822458	1823285	+	NH<sub>3</sub>-dependent NAD<sup>+</sup> synthetase
nadK	2750831	2751709	+	NAD kinase
nadR	4627315	4628547	+	DNA-binding transcriptional repressor/NMN adenylyltransferase NadR
nagA	701603	702751	-	<i>N</i>-acetylglucosamine-6-phosphate deacetylase
nagB	702811	703611	-	glucosamine-6-phosphate deaminase
nagC	700374	701594	-	DNA-binding transcriptional dual regulator NagC
nagE	703944	705890	+	N-acetylglucosamine-specific PTS enzyme IIABC component
nagK	1178593	1179504	+	<i>N</i>-acetyl-D-glucosamine kinase
nagZ	1164095	1165120	+	&beta;-N-acetylhexosaminidase
nanA	3372683	3373576	-	<i>N</i>-acetylneuraminate lyase
nanC	4538785	4539501	-	<i>N</i>-acetylneuraminic acid outer membrane channel
nanE	3370347	3371036	-	putative <i>N</i>-acetylmannosamine-6-phosphate epimerase
nanK	3369475	3370350	-	<i>N</i>-acetylmannosamine kinase
nanM	4537659	4538765	-	<i>N</i>-acetylneuraminate mutarotase
nanR	3373698	3374489	-	DNA-binding transcriptional dual regulator NanR
nanS	4536614	4537594	-	<i>N</i>-acetyl-9-<i>O</i>-acetylneuraminate esterase
nanT	3371084	3372574	-	<i>N</i>-acetylneuraminate:H<sup>+</sup> symporter
nanX	4504058	4505275	+	KpLE2 phage-like element; putative sialic acid transporter YjhB
nanY	4505287	4506405	+	KpLE2 phage-like element; 2,7-anhydro-<i>N</i>-acetylneuraminate hydratase
napA	2300267	2302753	-	periplasmic nitrate reductase subunit NapA
napB	2298269	2298718	-	periplasmic nitrate reductase cytochrome c<SUB>550</SUB> protein
napC	2297657	2298259	-	periplasmic nitrate reductase cytochrome c protein
napD	2302750	2303013	-	NapA signal peptide-binding chaperone NapD
napF	2303003	2303497	-	ferredoxin-type protein
napG	2299565	2300260	-	ferredoxin-type protein NapG
napH	2298715	2299578	-	ferredoxin-type protein NapH
narG	1279864	1283607	+	nitrate reductase A subunit &alpha;
narH	1283604	1285142	+	nitrate reductase A subunit &beta;
narI	1285849	1286526	+	nitrate reductase A subunit &gamma;
narJ	1285139	1285849	+	nitrate reductase 1 molybdenum cofactor assembly chaperone
narK	1277957	1279348	+	nitrate:nitrite antiporter NarK
narL	1275179	1275829	-	Phosphorylated DNA-binding transcriptional dual regulator NarL // DNA-binding transcriptional dual regulator NarL
naRNA1	4326305	4326381	-	naRNA1
naRNA2	4326205	4326281	-	naRNA2
naRNA3	4326105	4326181	-	naRNA3
naRNA4	4326005	4326081	-	naRNA4
naRNA5	4325905	4325981	-	naRNA5
naRNA6	4325805	4325881	-	naRNA6
narP	2290500	2291147	+	Phosphorylated DNA-binding transcriptional dual regulator NarP // DNA-binding transcriptional dual regulator NarP
narQ	2585731	2587431	+	sensory histidine kinase NarQ  - phosphorylated // sensory histidine kinase NarQ
narU	1542672	1544060	-	nitrate/nitrite transporter NarU
narV	1535937	1536617	-	nitrate reductase Z subunit &gamma;
narW	1536614	1537309	-	NarW, putative private chaperone for NarZ nitrate reductase subunit
narX	1275822	1277618	-	sensory histidine kinase NarX
narY	1537309	1538853	-	nitrate reductase Z subunit &beta;
narZ	1538850	1542590	-	nitrate reductase Z subunit &alpha;
nc1	297137	297304	-	small noncoding RNA involved in nucleoid organization
ndh	1166085	1167389	+	NADH:quinone oxidoreductase II
ndk	2644433	2644864	-	nucleoside diphosphate kinase
nei	745935	746726	+	endonuclease VIII
nemA	1726659	1727756	+	<i>N</i>-ethylmaleimide reductase
nemR	1726023	1726622	+	DNA-binding transcriptional repressor NemR
nepI	3840549	3841739	-	purine ribonucleoside exporter
nfeF	3215727	3216491	-	NADPH-dependent ferric-chelate reductase
nfeR	3216779	3217402	+	DNA-binding transcriptional repressor NfeR
nfi	4198790	4199461	+	endonuclease V
nfo	2250840	2251697	+	endonuclease IV
nfrA	587982	590954	-	bacteriophage N4 outer membrane receptor
nfrB	590941	593178	-	bacteriophage N4 adsorption protein
nfsA	891184	891906	+	NADPH-dependent nitroreductase NfsA
nfsB	604771	605424	-	NAD(P)H nitroreductase NfsB
nfuA	3545624	3546199	+	iron-sulfur cluster carrier protein NfuA
nhaA	17489	18655	+	Na<sup>+</sup>:H<sup>+</sup> antiporter NhaA
nhaB	1233176	1234717	-	Na<sup>+</sup>:H<sup>+</sup> antiporter NhaB
nhaR	18715	19620	+	DNA-binding transcriptional activator NhaR
nhoA	1534024	1534869	+	arylamine <i>N</i>-acetyltransferase
nikA	3613667	3615241	+	Ni(2+) ABC transporter periplasmic binding protein
nikB	3615241	3616185	+	Ni(2+) ABC transporter membrane subunit NikB
nikC	3616182	3617015	+	Ni(2+) ABC transporter membrane subunit NikC
nikD	3617015	3617779	+	Ni(2+) ABC transporter ATP binding subunit NikD
nikE	3617776	3618582	+	Ni(2+) ABC transporter ATP binding subunit NikE
nikR	3618588	3618989	+	DNA-binding transcriptional repressor NikR
nimR	1874755	1875576	-	DNA-binding transcriptional repressor NimR
nimT	1875673	1876854	+	2-nitroimidazole exporter
ninE	572921	573091	+	DLP12 prophage; NinE family prophage protein
nirB	3494011	3496554	+	nitrite reductase catalytic subunit NirB
nirC	3497003	3497809	+	nitrite transporter NirC
nirD	3496551	3496877	+	nitrite reductase subunit NirD
nlpA	3839175	3839993	-	lipoprotein-28
nlpC	1792267	1792731	-	NlpC/P60 family lipoprotein NlpC
nlpD	2867614	2868753	-	murein hydrolase activator NlpD
nlpE	215269	215979	+	sensor lipoprotein NlpE
nlpI	3308040	3308924	-	lipoprotein NlpI
nnr	4394066	4395613	+	NAD(P)HX epimerase / NAD(P)HX dehydratase
